_1,_2
10590,Bullhead City
10361,Watertown
15027,Christiansted
10821,Baltimore
14254,Ponce
14747,Seattle
10800,Burbank
13502,Montrose/Delta
11905,Longview
12544,CONCORD
14576,Rochester
10994,Charleston
10372,Aspen
13034,Lanai
10165,Adak Island
11973,Gulfport/Biloxi
12402,Hilo
10561,Bakersfield
11067,Champaign/Urbana
13933,Worcester
15295,Toledo
12339,Indianapolis
15919,Fayetteville
14955,Saipan
11076,Hancock/Houghton
11721,Flint
12891,Lawton/Fort Sill
12191,Houston
12265,Niagara Falls
12523,Juneau
15374,Tupelo
10170,Kodiak
11057,Charlotte
10747,Brownsville
14321,Portland
11150,Columbus
10136,Abilene
10157,Arcata/Eureka
14588,Roswell
14812,Sheridan
12441,Jackson
12197,White Plains
13029,Lincoln
10849,Bozeman
14025,Plattsburgh
14078,Panama City
13121,Lewisburg
14082,Punta Gorda
13501,Marathon
16133,Youngstown/Warren
12519,Jamestown
13486,Missoula
13230,Harrisburg
14150,Pellston
15074,Stillwater
11995,Greensboro/High Point
13873,Nome
13546,Moses Lake
14802,Staunton
14457,Rapid City
14574,Roanoke
11267,Dayton
15624,Valparaiso
12007,Columbus
15841,Wrangell
13851,Oklahoma City
14960,Wichita Falls
13367,Moline
12012,Gunnison
15454,Quincy
11630,Fairbanks
11921,Grand Junction
10333,Alpena
13204,Orlando
13176,Mayaguez
12391,Islip
13796,Oakland
11648,Kalispell
13795,Jacksonville/Camp Lejeune
11982,Killeen
14107,Phoenix
15356,Trenton
11699,Florence
12223,Ashland
10141,Aberdeen
12206,Harlingen/San Benito
12244,New Haven
12278,Wichita
14027,West Palm Beach/Palm Beach
14314,Provo
13487,Minneapolis
14761,Sanford
12953,New York
12124,Hilton Head
12365,Williamsport
12173,Honolulu
15370,Tulsa
11587,Escanaba
15024,Charlotte Amalie
12397,Ithaca/Cortland
13832,Ogdensburg
11423,Des Moines
14674,Santa Fe
11775,Sioux Falls
15601,Visalia
14259,Portsmouth
13244,Memphis
11013,Sault Ste. Marie
14689,Santa Barbara
12899,North Platte
12094,Hayden
11049,College Station/Bryan
13158,Midland/Odessa
13127,Lewiston
12319,Killeen
13139,Lynchburg
10728,Beaumont/Port Arthur
10146,Albany
13304,Minot
10397,Atlanta
10551,Bethel
12758,Kona
12335,Iron Mountain/Kingsfd
10408,Appleton
12807,St. Mary's
10918,Cedar City
14952,Springfield
13264,Medford
15376,Tucson
11577,Erie
13459,Marquette
10562,Mobile
11003,Cedar Rapids/Iowa City
11931,Greenville
10135,Allentown/Bethlehem/Easton
14843,San Juan
12266,Houston
12323,Wilmington
10599,Birmingham
14489,Bend/Redmond
14490,Red River
14252,Pasco/Kennewick/Richland
14633,Rochester
11066,Columbus
12954,Long Beach
15048,Sioux City
12363,El Centro
11867,Garden City
15177,Telluride
10980,Chattanooga
11638,Fresno
11617,New Bern/Morehead/Beaufort
14100,Philadelphia
10693,Nashville
10469,Kalamazoo
11413,Durango
12016,Guam
14905,Santa Maria
12915,Lake Charles
15096,Syracuse
12280,Idaho Falls
14057,Portland
10874,Akron
12217,Huntsville
11292,Denver
12003,Great Falls
14679,San Diego
13970,Kotzebue
14696,South Bend
14222,Pago Pago
14109,Hattiesburg/Laurel
16218,Yuma
11884,Spokane
15502,Tunica
12889,Las Vegas
13476,Monterey
11111,Columbia
10713,Boise
13988,Oxnard/Ventura
12129,Hibbing
14524,Richmond
12888,Laramie
12892,Los Angeles
14698,San Luis Obispo
12544,Concord
10685,Bloomington/Normal
11525,Elko
11695,Flagstaff
10779,Butte
15497,St. Augustine
15389,Twin Falls
14869,Salt Lake City
14120,Pierre
14092,Greenville
13198,Kansas City
16869,Williston
11308,Dothan
11563,Wendover
14307,Providence
10409,Watertown
14831,San Jose
12149,Hickory
14512,Rockford
10466,Phoenix
13076,La Crosse
10155,Waco
11612,Evansville
10967,Cape Girardeau
11603,Eugene
10754,Barrow
14256,Petersburg
15569,Victoria
13485,Madison
14492,Raleigh/Durham
11027,Clarksburg/Fairmont
13303,Miami
12451,Jacksonville
10154,Nantucket
10666,Bellingham
11953,Gainesville
15016,St. Louis
14487,Redding
10299,Anchorage
10721,Boston
11711,Farmington
11641,Fayetteville
11618,Newark
11697,Fort Lauderdale
12320,Wilmington
14771,San Francisco
12250,Hyannis
14938,Pinehurst/Southern Pines
11042,Cleveland
10279,Amarillo
13495,New Orleans
11540,El Paso
10581,Bangor
10431,Asheville
10268,Waterloo
10158,Atlantic City
14730,Louisville
15304,Tampa
14814,Shreveport
11865,Gillette
10577,Binghamton
14986,Sarasota/Bradenton
16440,Austin
14098,Newport News/Williamsburg
12264,Washington
15607,Valdosta
12898,Latrobe
11315,Dickinson
13024,Klamath Falls
13203,Macon
11415,Del Rio
15991,Yakutat
10676,Belleville
14893,Sacramento
14877,Salina
10917,Cold Bay
13388,Mammoth Lakes
14122,Pittsburgh
11193,Cincinnati
11109,Colorado Springs
13871,Omaha
15070,Newburgh/Poughkeepsie
13360,Melbourne
11726,Topeka
13829,Ogden
15897,West Yellowstone
11447,Devils Lake
12951,Lafayette
14828,Sitka
13891,Ontario
11778,Fort Smith
11259,Dallas
14108,Peoria
13422,Mobile
11041,Carlsbad
14006,Paducah
14543,Rock Springs
12884,Lansing
